task,#examples,#sketched,time(s)
tson,30,5,0.25
tson,40,5,0.21
tson,50,5,0.23
tson,60,5,0.27
tson,70,5,0.28
tson,80,5,0.31
tson,90,5,0.33
tson,100,5,0.36
ours,2,5,0.12
ours,4,5,0.16
ours,6,5,0.18
ours,8,5,0.21
ours,10,5,0.24
ours,12,5,0.27
ours,14,5,0.3
ours,16,5,0.33
ours,18,5,0.37
ours,20,5,0.43
ours,20,5,0.48
ours,30,5,0.57
ours,40,5,0.73
ours,50,5,0.86
ours,60,5,1.07
ours,70,5,1.2
ours,80,5,1.36
ours,90,5,1.52
ours,100,5,1.64
potassco,2,5,0.15
potassco,4,5,0.17
potassco,6,5,0.21
potassco,8,5,0.22
potassco,10,5,0.26
potassco,12,5,0.29
potassco,14,5,0.33
potassco,16,5,0.37
potassco,18,5,0.42
potassco,20,5,0.46
potassco,20,5,0.45
potassco,30,5,0.62
potassco,40,5,0.81
potassco,50,5,1.15
potassco,60,5,1.15
potassco,70,5,1.29
potassco,80,5,1.49
potassco,90,5,1.63
potassco,100,5,1.82
hakank,2,5,0.11
hakank,4,5,0.1
hakank,6,5,0.1
hakank,8,5,0.09
hakank,10,5,0.09
hakank,12,5,0.09
hakank,14,5,0.09
hakank,16,5,0.09
hakank,18,5,0.09
hakank,20,5,0.1
hakank,20,5,0.09
hakank,30,5,0.11
hakank,40,5,0.12
hakank,50,5,0.14
hakank,60,5,0.15
hakank,70,5,0.16
hakank,80,5,0.18
hakank,90,5,0.2
hakank,100,5,0.21
tson,2,5,0.52
tson,4,5,0.55
tson,6,5,0.78
tson,8,5,0.61
tson,10,5,0.61
tson,12,5,0.68
tson,14,5,0.73
tson,16,5,0.82
tson,18,5,0.76
tson,20,5,0.97
tson,20,5,0.82
tson,30,5,1.08
tson,40,5,1.29
tson,50,5,1.65
tson,60,5,1.68
tson,70,5,2.06
tson,80,5,2.09
tson,90,5,2.46
tson,100,5,2.66
ours,2,5,0.08
ours,4,5,0.09
ours,6,5,0.1
ours,8,5,0.11
ours,10,5,0.13
ours,12,5,0.13
ours,14,5,0.14
ours,16,5,0.16
ours,18,5,0.17
ours,20,5,0.18
ours,20,5,0.24
ours,30,5,0.34
ours,40,5,0.28
ours,50,5,0.34
ours,60,5,0.39
ours,70,5,0.43
ours,80,5,0.5
ours,90,5,0.57
ours,100,5,0.6
potassco,2,5,0.07
potassco,4,5,0.08
potassco,6,5,0.07
potassco,8,5,0.08
potassco,10,5,0.07
potassco,12,5,0.08
potassco,14,5,0.08
potassco,16,5,0.09
potassco,18,5,0.09
potassco,20,5,0.1
potassco,20,5,0.1
potassco,30,5,0.11
potassco,40,5,0.12
potassco,50,5,0.14
potassco,60,5,0.15
potassco,70,5,0.16
potassco,80,5,0.18
potassco,90,5,0.21
potassco,100,5,0.22
hakank,2,5,0.08
hakank,4,5,0.09
hakank,6,5,0.09
hakank,8,5,0.09
hakank,10,5,0.09
hakank,12,5,0.09
hakank,14,5,0.1
hakank,16,5,0.12
hakank,18,5,0.12
hakank,20,5,0.12
hakank,20,5,0.13
hakank,30,5,0.15
hakank,40,5,0.19
hakank,50,5,0.22
hakank,60,5,0.25
hakank,70,5,0.27
hakank,80,5,0.33
hakank,90,5,0.35
hakank,100,5,0.38
tson,2,5,0.72
tson,4,5,0.75
tson,6,5,0.86
tson,8,5,0.6
tson,10,5,0.64
tson,12,5,0.66
tson,14,5,0.7
tson,16,5,0.72
tson,18,5,0.74
tson,20,5,0.8
tson,20,5,0.99
tson,30,5,0.94
tson,40,5,1.1
tson,50,5,1.24
tson,60,5,1.62
tson,70,5,1.79
tson,80,5,2.07
tson,90,5,1.93
tson,100,5,2.23
ours,2,5,0.08
ours,4,5,0.08
ours,6,5,0.08
ours,8,5,0.08
ours,10,5,0.09
ours,12,5,0.1
ours,14,5,0.1
ours,16,5,0.11
ours,18,5,0.12
ours,20,5,0.13
ours,20,5,0.13
ours,30,5,0.16
ours,40,5,0.19
ours,50,5,0.22
ours,60,5,0.31
ours,70,5,0.33
ours,80,5,0.34
ours,90,5,0.37
ours,100,5,0.4
potassco,2,5,0.09
potassco,4,5,0.1
potassco,6,5,0.12
potassco,8,5,0.13
potassco,10,5,0.14
potassco,12,5,0.16
potassco,14,5,0.18
potassco,16,5,0.2
potassco,18,5,0.21
potassco,20,5,0.23
potassco,20,5,0.23
potassco,30,5,0.32
potassco,40,5,0.38
potassco,50,5,0.46
potassco,60,5,0.53
potassco,70,5,0.61
potassco,80,5,0.71
potassco,90,5,0.77
potassco,100,5,0.86
hakank,2,5,0.21
hakank,4,5,0.15
hakank,6,5,0.11
hakank,8,5,0.12
hakank,10,5,0.13
hakank,12,5,0.14
hakank,14,5,0.15
hakank,16,5,0.15
hakank,18,5,0.17
hakank,20,5,0.17
hakank,20,5,0.17
hakank,30,5,0.17
hakank,40,5,0.19
hakank,50,5,0.22
hakank,60,5,0.25
hakank,70,5,0.27
hakank,80,5,0.36
hakank,90,5,0.34
hakank,100,5,0.53
tson,2,5,0.52
tson,4,5,0.54
tson,6,5,0.52
tson,8,5,0.58
tson,10,5,0.63
tson,12,5,0.66
tson,14,5,0.68
tson,16,5,0.71
tson,18,5,0.94
tson,20,5,0.81
tson,20,5,0.8
tson,30,5,0.99
tson,40,5,1.19
tson,50,5,1.56
tson,60,5,1.63
tson,70,5,2.01
tson,80,5,2.08
tson,90,5,2.48
tson,100,5,2.45
ours,2,5,0.08
ours,4,5,0.08
ours,6,5,0.11
ours,8,5,0.15
ours,10,5,0.12
ours,12,5,0.13
ours,14,5,0.15
ours,16,5,0.15
ours,18,5,0.14
ours,20,5,0.16
ours,20,5,0.16
ours,30,5,0.2
ours,40,5,0.25
ours,50,5,0.31
ours,60,5,0.37
ours,70,5,0.4
ours,80,5,0.45
ours,90,5,0.5
ours,100,5,0.52
potassco,2,5,0.41
potassco,4,5,0.44
potassco,6,5,0.44
potassco,8,5,0.67
potassco,10,5,0.53
potassco,12,5,0.59
potassco,14,5,0.63
potassco,16,5,0.68
potassco,18,5,0.72
potassco,20,5,0.74
potassco,20,5,0.74
potassco,30,5,1.04
potassco,40,5,1.04
potassco,50,5,1.26
potassco,60,5,1.49
potassco,70,5,1.93
potassco,80,5,1.83
potassco,90,5,2.01
potassco,100,5,2.44
hakank,2,5,0.08
hakank,4,5,0.09
hakank,6,5,0.1
hakank,8,5,0.11
hakank,10,5,0.12
hakank,12,5,0.14
hakank,14,5,0.14
hakank,16,5,0.17
hakank,18,5,0.18
hakank,20,5,0.19
hakank,20,5,0.19
hakank,30,5,0.24
hakank,40,5,0.31
hakank,50,5,0.38
hakank,60,5,0.44
hakank,70,5,0.48
hakank,80,5,0.55
hakank,90,5,0.59
hakank,100,5,0.68
tson,2,5,0.55
tson,4,5,0.6
tson,6,5,0.66
tson,8,5,0.86
tson,10,5,0.82
tson,12,5,1.05
tson,14,5,0.78
tson,16,5,0.97
tson,18,5,1.1
tson,20,5,0.9
tson,20,5,0.95
tson,30,5,1.1
tson,40,5,1.59
tson,50,5,1.54
tson,60,5,1.82
tson,70,5,2.17
tson,80,5,2.36
tson,90,5,2.32
tson,100,5,2.72
ours,2,5,0.09
ours,4,5,0.1
ours,6,5,0.1
ours,8,5,0.11
ours,10,5,0.11
ours,12,5,0.12
ours,14,5,0.13
ours,16,5,0.15
ours,18,5,0.15
ours,20,5,0.16
ours,20,5,0.16
ours,30,5,0.19
ours,40,5,0.23
ours,50,5,0.27
ours,60,5,0.31
ours,70,5,0.37
ours,80,5,0.42
ours,90,5,0.46
ours,100,5,0.5
potassco,2,5,0.09
potassco,4,5,0.11
potassco,6,5,0.12
potassco,8,5,0.14
potassco,10,5,0.16
potassco,12,5,0.17
potassco,14,5,0.19
potassco,16,5,0.22
potassco,18,5,0.23
potassco,20,5,0.25
potassco,20,5,0.25
potassco,30,5,0.34
potassco,40,5,0.47
potassco,50,5,0.54
potassco,60,5,0.63
potassco,70,5,0.73
potassco,80,5,0.83
potassco,90,5,0.94
potassco,100,5,1.04
hakank,2,5,0.12
hakank,4,5,0.11
hakank,6,5,0.12
hakank,8,5,0.13
hakank,10,5,0.13
hakank,12,5,0.15
hakank,14,5,0.15
hakank,16,5,0.17
hakank,18,5,0.17
hakank,20,5,0.18
hakank,20,5,0.18
hakank,30,5,0.23
hakank,40,5,0.28
hakank,50,5,0.32
hakank,60,5,0.36
hakank,70,5,0.41
hakank,80,5,0.43
hakank,90,5,0.47
hakank,100,5,0.52
tson,2,5,1.64
tson,4,5,1.32
tson,6,5,1.22
tson,8,5,1.46
tson,10,5,1.56
tson,12,5,1.87
tson,14,5,1.74
tson,16,5,1.74
tson,18,5,1.74
tson,20,5,2.0
tson,20,5,1.81
tson,30,5,2.41
tson,40,5,3.06
tson,50,5,3.44
tson,60,5,4.02
tson,70,5,4.21
tson,80,5,4.96
tson,90,5,5.4
tson,100,5,5.92
ours,2,5,0.07
ours,4,5,0.07
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.09
ours,12,5,0.11
ours,14,5,0.11
ours,16,5,0.13
ours,18,5,0.14
ours,20,5,0.15
ours,20,5,0.15
ours,30,5,0.19
ours,40,5,0.23
ours,50,5,0.27
ours,60,5,0.32
ours,70,5,0.36
ours,80,5,0.41
ours,90,5,0.44
ours,100,5,0.49
potassco,2,5,0.11
potassco,4,5,0.13
potassco,6,5,0.14
potassco,8,5,0.16
potassco,10,5,0.17
potassco,12,5,0.19
potassco,14,5,0.21
potassco,16,5,0.26
potassco,18,5,0.3
potassco,20,5,0.33
potassco,20,5,0.34
potassco,30,5,0.45
potassco,40,5,0.57
potassco,50,5,0.7
potassco,60,5,0.82
potassco,70,5,0.94
potassco,80,5,1.06
potassco,90,5,1.19
potassco,100,5,1.32
hakank,2,5,0.08
hakank,4,5,0.08
hakank,6,5,0.08
hakank,8,5,0.09
hakank,10,5,0.08
hakank,12,5,0.09
hakank,14,5,0.08
hakank,16,5,0.09
hakank,18,5,0.09
hakank,20,5,0.09
hakank,20,5,0.09
hakank,30,5,0.11
hakank,40,5,0.12
hakank,50,5,0.14
hakank,60,5,0.15
hakank,70,5,0.16
hakank,80,5,0.17
hakank,90,5,0.19
hakank,100,5,0.2
tson,2,5,2.7
tson,4,5,1.85
tson,6,5,1.22
tson,8,5,1.25
tson,10,5,1.12
tson,12,5,0.92
tson,14,5,0.95
tson,16,5,1.01
tson,18,5,1.3
tson,20,5,1.03
tson,20,5,1.18
tson,30,5,1.25
tson,40,5,1.55
tson,50,5,1.55
tson,60,5,1.95
tson,70,5,1.92
tson,80,5,2.29
tson,90,5,2.25
tson,100,5,2.68
ours,2,5,0.1
ours,4,5,0.11
ours,6,5,0.12
ours,8,5,0.13
ours,10,5,0.14
ours,12,5,0.15
ours,14,5,0.16
ours,16,5,0.18
ours,18,5,0.2
ours,20,5,0.21
ours,20,5,0.21
ours,30,5,0.26
ours,40,5,0.33
ours,50,5,0.37
ours,60,5,0.43
ours,70,5,0.5
ours,80,5,0.55
ours,90,5,0.62
ours,100,5,0.84
potassco,2,5,0.13
potassco,4,5,0.14
potassco,6,5,0.15
potassco,8,5,0.17
potassco,10,5,0.17
potassco,12,5,0.18
potassco,14,5,0.19
potassco,16,5,0.22
potassco,18,5,0.22
potassco,20,5,0.23
potassco,20,5,0.24
potassco,30,5,0.29
potassco,40,5,0.36
potassco,50,5,0.41
potassco,60,5,0.46
potassco,70,5,0.52
potassco,80,5,0.59
potassco,90,5,0.63
potassco,100,5,0.85
hakank,2,5,0.1
hakank,4,5,0.11
hakank,6,5,0.12
hakank,8,5,0.13
hakank,10,5,0.14
hakank,12,5,0.11
hakank,14,5,0.09
hakank,16,5,0.09
hakank,18,5,0.09
hakank,20,5,0.1
hakank,20,5,0.1
hakank,30,5,0.11
hakank,40,5,0.13
hakank,50,5,0.14
hakank,60,5,0.16
hakank,70,5,0.18
hakank,80,5,0.19
hakank,90,5,0.21
hakank,100,5,0.23
tson,2,5,0.11
tson,4,5,0.13
tson,6,5,0.1
tson,8,5,0.11
tson,10,5,0.11
tson,12,5,0.11
tson,14,5,0.12
tson,16,5,0.13
tson,18,5,0.13
tson,20,5,0.14
tson,20,5,0.14
tson,30,5,0.17
tson,40,5,0.19
tson,50,5,0.22
tson,60,5,0.25
tson,70,5,0.28
tson,80,5,0.3
tson,90,5,0.33
tson,100,5,0.36
ours,2,5,0.37
ours,4,5,0.55
ours,6,5,0.69
ours,8,5,0.86
ours,10,5,1.06
ours,12,5,1.23
ours,14,5,1.4
ours,16,5,1.57
ours,18,5,1.84
ours,20,5,2.17
ours,20,5,2.36
ours,30,5,3.12
ours,40,5,4.18
ours,50,5,5.01
ours,60,5,5.83
ours,70,5,6.8
ours,80,5,7.52
ours,90,5,8.56
ours,100,5,10.43
potassco,2,5,0.81
potassco,4,5,0.57
potassco,6,5,0.73
potassco,8,5,0.92
potassco,10,5,0.77
potassco,12,5,0.76
potassco,14,5,0.78
potassco,16,5,1.04
potassco,18,5,0.94
potassco,20,5,0.89
potassco,20,5,0.88
potassco,30,5,1.27
potassco,40,5,1.33
potassco,50,5,1.56
potassco,60,5,1.97
potassco,70,5,2.11
potassco,80,5,2.42
potassco,90,5,2.7
potassco,100,5,2.61
hakank,2,5,0.15
hakank,4,5,0.13
hakank,6,5,0.15
hakank,8,5,0.17
hakank,10,5,0.19
hakank,12,5,0.21
hakank,14,5,0.24
hakank,16,5,0.26
hakank,18,5,0.29
hakank,20,5,0.3
hakank,20,5,0.31
hakank,30,5,0.4
hakank,40,5,0.52
hakank,50,5,0.67
hakank,60,5,0.94
hakank,70,5,0.97
hakank,80,5,1.02
hakank,90,5,1.2
hakank,100,5,1.18
tson,2,5,0.12
tson,4,5,0.13
tson,6,5,0.14
tson,8,5,0.15
tson,10,5,0.16
tson,12,5,0.18
tson,14,5,0.19
tson,16,5,0.54
tson,18,5,0.64
tson,20,5,0.7
tson,20,5,0.7
tson,30,5,0.98
tson,40,5,1.31
tson,50,5,1.6
tson,60,5,1.91
tson,70,5,2.24
tson,80,5,2.62
tson,90,5,3.12
tson,100,5,3.19
ours,2,5,0.09
ours,4,5,0.09
ours,6,5,0.1
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.11
ours,16,5,0.13
ours,18,5,0.13
ours,20,5,0.14
ours,20,5,0.14
ours,30,5,0.18
ours,40,5,0.22
ours,50,5,0.26
ours,60,5,0.29
ours,70,5,0.34
ours,80,5,0.37
ours,90,5,0.41
ours,100,5,0.45
potassco,2,5,0.12
potassco,4,5,0.11
potassco,6,5,0.1
potassco,8,5,0.11
potassco,10,5,0.11
potassco,12,5,0.12
potassco,14,5,0.13
potassco,16,5,0.16
potassco,18,5,0.19
potassco,20,5,0.2
potassco,20,5,0.2
potassco,30,5,0.26
potassco,40,5,0.31
potassco,50,5,0.37
potassco,60,5,0.42
potassco,70,5,0.49
potassco,80,5,0.54
potassco,90,5,0.59
potassco,100,5,0.66
hakank,2,5,0.07
hakank,4,5,0.08
hakank,6,5,0.09
hakank,8,5,0.09
hakank,10,5,0.1
hakank,12,5,0.11
hakank,14,5,0.12
hakank,16,5,0.16
hakank,18,5,0.19
hakank,20,5,0.21
hakank,20,5,0.2
hakank,30,5,0.27
hakank,40,5,0.35
hakank,50,5,0.42
hakank,60,5,0.49
hakank,70,5,0.56
hakank,80,5,0.63
hakank,90,5,0.7
hakank,100,5,0.78
tson,2,5,0.15
tson,4,5,0.14
tson,6,5,0.14
tson,8,5,0.14
tson,10,5,0.14
tson,12,5,0.15
tson,14,5,0.15
tson,16,5,0.49
tson,18,5,0.59
tson,20,5,0.64
tson,20,5,0.64
tson,30,5,0.89
tson,40,5,1.15
tson,50,5,1.41
tson,60,5,1.65
tson,70,5,1.98
tson,80,5,2.27
tson,90,5,2.54
tson,100,5,2.79
ours,2,5,0.18
ours,4,5,0.16
ours,6,5,0.16
ours,8,5,0.17
ours,10,5,0.18
ours,12,5,0.19
ours,14,5,0.21
ours,16,5,0.21
ours,18,5,0.23
ours,20,5,0.24
ours,20,5,0.23
ours,30,5,0.3
ours,40,5,0.36
ours,50,5,0.44
ours,60,5,0.5
ours,70,5,0.59
ours,80,5,0.68
ours,90,5,0.73
ours,100,5,0.8
potassco,2,5,0.09
potassco,4,5,0.08
potassco,6,5,0.09
potassco,8,5,0.09
potassco,10,5,0.1
potassco,12,5,0.1
potassco,14,5,0.11
potassco,16,5,0.14
potassco,18,5,0.14
potassco,20,5,0.15
potassco,20,5,0.14
potassco,30,5,0.19
potassco,40,5,0.23
potassco,50,5,0.27
potassco,60,5,0.3
potassco,70,5,0.35
potassco,80,5,0.39
potassco,90,5,0.45
potassco,100,5,0.68
hakank,2,5,0.12
hakank,4,5,0.1
hakank,6,5,0.1
hakank,8,5,0.11
hakank,10,5,0.11
hakank,12,5,0.12
hakank,14,5,0.12
hakank,16,5,0.13
hakank,18,5,0.14
hakank,20,5,0.15
hakank,20,5,0.15
hakank,30,5,0.23
hakank,40,5,0.34
hakank,50,5,0.3
hakank,60,5,0.31
hakank,70,5,0.32
hakank,80,5,0.38
hakank,90,5,0.42
hakank,100,5,0.45
tson,2,5,0.57
tson,4,5,0.61
tson,6,5,0.35
tson,8,5,0.3
tson,10,5,0.49
tson,12,5,0.31
tson,14,5,0.35
tson,16,5,0.38
tson,18,5,0.41
tson,20,5,0.45
tson,20,5,0.44
tson,30,5,0.58
tson,40,5,0.71
tson,50,5,0.91
tson,60,5,1.01
tson,70,5,1.14
tson,80,5,1.45
tson,90,5,1.45
tson,100,5,1.56
ours,2,5,0.11
ours,4,5,0.1
ours,6,5,0.12
ours,8,5,0.11
ours,10,5,0.11
ours,12,5,0.12
ours,14,5,0.13
ours,16,5,0.15
ours,18,5,0.15
ours,20,5,0.16
ours,20,5,0.16
ours,30,5,0.19
ours,40,5,0.23
ours,50,5,0.26
ours,60,5,0.31
ours,70,5,0.37
ours,80,5,0.4
ours,90,5,0.62
ours,100,5,0.49
potassco,2,5,0.1
potassco,4,5,0.12
potassco,6,5,0.09
potassco,8,5,0.1
potassco,10,5,0.1
potassco,12,5,0.11
potassco,14,5,0.12
potassco,16,5,0.13
potassco,18,5,0.15
potassco,20,5,0.15
potassco,20,5,0.15
potassco,30,5,0.18
potassco,40,5,0.22
potassco,50,5,0.26
potassco,60,5,0.3
potassco,70,5,0.33
potassco,80,5,0.37
potassco,90,5,0.41
potassco,100,5,0.46
hakank,2,5,0.08
hakank,4,5,0.07
hakank,6,5,0.08
hakank,8,5,0.08
hakank,10,5,0.08
hakank,12,5,0.09
hakank,14,5,0.1
hakank,16,5,0.12
hakank,18,5,0.12
hakank,20,5,0.13
hakank,20,5,0.13
hakank,30,5,0.16
hakank,40,5,0.2
hakank,50,5,0.22
hakank,60,5,0.25
hakank,70,5,0.29
hakank,80,5,0.32
hakank,90,5,0.35
hakank,100,5,0.39
tson,2,5,1.65
tson,4,5,1.2
tson,6,5,1.18
tson,8,5,1.03
tson,10,5,1.08
tson,12,5,0.88
tson,14,5,0.9
tson,16,5,1.02
tson,18,5,1.02
tson,20,5,1.07
tson,20,5,1.23
tson,30,5,1.15
tson,40,5,1.26
tson,50,5,1.91
tson,60,5,1.79
tson,70,5,1.8
tson,80,5,2.55
tson,90,5,2.15
tson,100,5,2.59
ours,2,5,0.1
ours,4,5,0.11
ours,6,5,0.13
ours,8,5,0.15
ours,10,5,0.17
ours,12,5,0.2
ours,14,5,0.22
ours,16,5,0.26
ours,18,5,0.29
ours,20,5,0.33
ours,20,5,0.36
ours,30,5,0.41
ours,40,5,0.54
ours,50,5,0.75
ours,60,5,0.89
ours,70,5,0.87
ours,80,5,0.99
ours,90,5,1.12
ours,100,5,1.25
potassco,2,5,0.41
potassco,4,5,0.47
potassco,6,5,0.52
potassco,8,5,0.59
potassco,10,5,0.63
potassco,12,5,0.69
potassco,14,5,0.74
potassco,16,5,0.83
potassco,18,5,0.9
potassco,20,5,1.14
potassco,20,5,1.01
potassco,30,5,1.42
potassco,40,5,1.68
potassco,50,5,2.09
potassco,60,5,2.12
potassco,70,5,2.61
potassco,80,5,2.72
potassco,90,5,3.3
potassco,100,5,3.55
hakank,2,5,0.08
hakank,4,5,0.08
hakank,6,5,0.09
hakank,8,5,0.09
hakank,10,5,0.1
hakank,12,5,0.11
hakank,14,5,0.13
hakank,16,5,0.13
hakank,18,5,0.14
hakank,20,5,0.15
hakank,20,5,0.15
hakank,30,5,0.19
hakank,40,5,0.23
hakank,50,5,0.34
hakank,60,5,0.33
hakank,70,5,0.35
hakank,80,5,0.39
hakank,90,5,0.44
hakank,100,5,0.47
tson,2,5,0.09
tson,4,5,0.07
tson,6,5,0.07
tson,8,5,0.07
tson,10,5,0.07
tson,12,5,0.07
tson,14,5,0.08
tson,16,5,0.08
tson,18,5,0.09
tson,20,5,0.09
tson,20,5,0.09
tson,30,5,0.1
tson,40,5,0.11
tson,50,5,0.12
tson,60,5,0.14
tson,70,5,0.15
tson,80,5,0.16
tson,90,5,0.17
tson,100,5,0.19
ours,2,5,0.07
ours,4,5,0.07
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.11
ours,16,5,0.39
ours,18,5,0.5
ours,20,5,0.54
ours,20,5,0.54
ours,30,5,0.83
ours,40,5,1.08
ours,50,5,1.33
ours,60,5,1.57
ours,70,5,1.81
ours,80,5,2.12
ours,90,5,2.32
ours,100,5,2.56
potassco,2,5,0.42
potassco,4,5,0.43
potassco,6,5,0.48
potassco,8,5,0.52
potassco,10,5,0.74
potassco,12,5,0.59
potassco,14,5,0.64
potassco,16,5,0.71
potassco,18,5,0.74
potassco,20,5,0.8
potassco,20,5,0.8
potassco,30,5,1.22
potassco,40,5,1.27
potassco,50,5,1.49
potassco,60,5,1.94
potassco,70,5,1.95
potassco,80,5,2.2
potassco,90,5,2.62
potassco,100,5,2.89
hakank,2,5,0.11
hakank,4,5,0.1
hakank,6,5,0.07
hakank,8,5,0.08
hakank,10,5,0.08
hakank,12,5,0.09
hakank,14,5,0.09
hakank,16,5,0.11
hakank,18,5,0.13
hakank,20,5,0.12
hakank,20,5,0.17
hakank,30,5,0.21
hakank,40,5,0.25
hakank,50,5,0.25
hakank,60,5,0.26
hakank,70,5,0.25
hakank,80,5,0.28
hakank,90,5,0.3
hakank,100,5,0.32
tson,2,5,1.79
tson,4,5,1.76
tson,6,5,1.46
tson,8,5,1.65
tson,10,5,1.65
tson,12,5,1.65
tson,14,5,1.96
tson,16,5,1.97
tson,18,5,2.11
tson,20,5,2.35
tson,20,5,2.18
tson,30,5,2.44
tson,40,5,3.01
tson,50,5,3.41
tson,60,5,4.07
tson,70,5,4.82
tson,80,5,4.85
tson,90,5,5.62
tson,100,5,6.01
ours,2,5,0.1
ours,4,5,0.08
ours,6,5,0.09
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.12
ours,16,5,0.16
ours,18,5,0.15
ours,20,5,0.15
ours,20,5,0.17
ours,30,5,0.19
ours,40,5,0.23
ours,50,5,0.27
ours,60,5,0.26
ours,70,5,0.31
ours,80,5,0.35
ours,90,5,0.37
ours,100,5,0.45
potassco,2,5,0.12
potassco,4,5,0.13
potassco,6,5,0.15
potassco,8,5,0.17
potassco,10,5,0.19
potassco,12,5,0.23
potassco,14,5,0.23
potassco,16,5,0.31
potassco,18,5,0.33
potassco,20,5,0.36
potassco,20,5,0.36
potassco,30,5,0.49
potassco,40,5,0.61
potassco,50,5,0.75
potassco,60,5,0.96
potassco,70,5,1.08
potassco,80,5,1.27
potassco,90,5,1.38
potassco,100,5,1.55
hakank,2,5,0.11
hakank,4,5,0.16
hakank,6,5,0.15
hakank,8,5,0.14
hakank,10,5,0.12
hakank,12,5,0.13
hakank,14,5,0.13
hakank,16,5,0.13
hakank,18,5,0.14
hakank,20,5,0.16
hakank,20,5,0.15
hakank,30,5,0.2
hakank,40,5,0.26
hakank,50,5,0.3
hakank,60,5,0.33
hakank,70,5,0.38
hakank,80,5,0.45
hakank,90,5,0.48
hakank,100,5,0.52
tson,2,5,11.14
tson,4,5,6.64
tson,6,5,4.86
tson,8,5,4.16
tson,10,5,4.03
tson,12,5,4.2
tson,14,5,4.72
tson,16,5,4.58
tson,18,5,5.15
tson,20,5,4.73
tson,20,5,4.6
tson,30,5,5.48
tson,40,5,5.76
tson,50,5,6.1
tson,60,5,6.61
tson,70,5,7.12
tson,80,5,7.6
tson,90,5,8.31
tson,100,5,8.74
ours,2,5,0.07
ours,4,5,0.08
ours,6,5,0.08
ours,8,5,0.08
ours,10,5,0.09
ours,12,5,0.1
ours,14,5,0.1
ours,16,5,0.11
ours,18,5,0.11
ours,20,5,0.12
ours,20,5,0.12
ours,30,5,0.15
ours,40,5,0.17
ours,50,5,0.2
ours,60,5,0.23
ours,70,5,0.28
ours,80,5,0.3
ours,90,5,0.34
ours,100,5,0.36
potassco,2,5,0.08
potassco,4,5,0.1
potassco,6,5,0.11
potassco,8,5,0.12
potassco,10,5,0.14
potassco,12,5,0.16
potassco,14,5,0.17
potassco,16,5,0.19
potassco,18,5,0.21
potassco,20,5,0.23
potassco,20,5,0.23
potassco,30,5,0.31
potassco,40,5,0.39
potassco,50,5,0.49
potassco,60,5,0.6
potassco,70,5,0.79
potassco,80,5,0.73
potassco,90,5,0.83
potassco,100,5,0.92
hakank,2,5,0.29
hakank,4,5,0.4
hakank,6,5,0.56
hakank,8,5,0.71
hakank,10,5,0.89
hakank,12,5,1.02
hakank,14,5,1.18
hakank,16,5,1.36
hakank,18,5,1.52
hakank,20,5,1.68
hakank,20,5,1.68
hakank,30,5,2.52
hakank,40,5,3.37
hakank,50,5,4.61
hakank,60,5,5.13
hakank,70,5,5.78
hakank,80,5,6.61
hakank,90,5,7.48
hakank,100,5,8.42
tson,2,5,0.15
tson,4,5,0.13
tson,6,5,0.1
tson,8,5,0.1
tson,10,5,0.1
tson,12,5,0.1
tson,14,5,0.11
tson,16,5,0.13
tson,18,5,0.13
tson,20,5,0.13
tson,20,5,0.13
tson,30,5,0.16
tson,40,5,0.19
tson,50,5,0.22
tson,60,5,0.24
tson,70,5,0.27
tson,80,5,0.3
tson,90,5,0.33
tson,100,5,0.37
ours,2,5,0.08
ours,4,5,0.09
ours,6,5,0.09
ours,8,5,0.1
ours,10,5,0.11
ours,12,5,0.12
ours,14,5,0.13
ours,16,5,0.16
ours,18,5,0.17
ours,20,5,0.18
ours,20,5,0.18
ours,30,5,0.24
ours,40,5,0.29
ours,50,5,0.36
ours,60,5,0.41
ours,70,5,0.47
ours,80,5,0.53
ours,90,5,0.58
ours,100,5,0.64
potassco,2,5,0.1
potassco,4,5,0.12
potassco,6,5,0.13
potassco,8,5,0.15
potassco,10,5,0.17
potassco,12,5,0.19
potassco,14,5,0.21
potassco,16,5,0.23
potassco,18,5,0.24
potassco,20,5,0.26
potassco,20,5,0.26
potassco,30,5,0.37
potassco,40,5,0.47
potassco,50,5,0.58
potassco,60,5,0.71
potassco,70,5,0.79
potassco,80,5,0.85
potassco,90,5,0.96
potassco,100,5,1.07
hakank,2,5,0.08
hakank,4,5,0.12
hakank,6,5,0.1
hakank,8,5,0.1
hakank,10,5,0.11
hakank,12,5,0.14
hakank,14,5,0.14
hakank,16,5,0.2
hakank,18,5,0.18
hakank,20,5,0.19
hakank,20,5,0.18
hakank,30,5,0.24
hakank,40,5,0.39
hakank,50,5,0.36
hakank,60,5,0.44
hakank,70,5,0.48
hakank,80,5,0.53
hakank,90,5,0.6
hakank,100,5,0.65
tson,2,5,1.87
tson,4,5,1.49
tson,6,5,1.32
tson,8,5,1.15
tson,10,5,1.02
tson,12,5,1.05
tson,14,5,1.26
tson,16,5,0.99
tson,18,5,0.98
tson,20,5,0.99
tson,20,5,1.02
